director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
JayChandrasekhar,BrittanyDaniel,LindsayPrice,JayChandrasekhar,comedy horror thriller,Club Dread,BrittanyDaniel LindsayPrice JayChandrasekhar JayChandrasekhar comedy horror thriller
RobertWise,EleanorParker,AngelaCartwright,NicholasHammond,biography drama family musical romance,The Sound of Music,EleanorParker AngelaCartwright NicholasHammond RobertWise biography drama family musical romance
RonHoward,TomHanks,HowardMorris,PatrickCronin,comedy fantasy romance,Splash,TomHanks HowardMorris PatrickCronin RonHoward comedy fantasy romance
JonathanDayton,SteveCarell,StevenChristopherParker,JillTalley,comedy drama,Little Miss Sunshine,SteveCarell StevenChristopherParker JillTalley JonathanDayton comedy drama
RobReiner,MarshallBell,FrancesLeeMcCain,CaseySiemaszko,adventure drama,Stand by Me,MarshallBell FrancesLeeMcCain CaseySiemaszko RobReiner adventure drama
DannyBoyle,NoahHuntley,MeganBurns,DavidSchneider,drama horror sci-fi thriller,28 Days Later...,NoahHuntley MeganBurns DavidSchneider DannyBoyle drama horror sci-fi thriller
ChrisStokes,JenniferFreeman,MarquesHouston,SteveHarvey,drama music,You Got Served,JenniferFreeman MarquesHouston SteveHarvey ChrisStokes drama music
DonSiegel,ClintEastwood,PatrickMcGoohan,FredWard,biography crime drama,Escape from Alcatraz,ClintEastwood PatrickMcGoohan FredWard DonSiegel biography crime drama
RickFamuyiwa,BorisKodjoe,SanaaLathan,WendellPierce,comedy drama music romance,Brown Sugar,BorisKodjoe SanaaLathan WendellPierce RickFamuyiwa comedy drama music romance
MartinLawrence,FaizonLove,LynnWhitfield,DellaReese,comedy crime drama romance thriller,A Thin Line Between Love and Hate,FaizonLove LynnWhitfield DellaReese MartinLawrence comedy crime drama romance thriller
JonathanLevine,JosephGordon-Levitt,AnnaKendrick,BryceDallasHoward,comedy drama romance,50/50,JosephGordon-Levitt AnnaKendrick BryceDallasHoward JonathanLevine comedy drama romance
MasayukiOchiai,JamesKyson,DavidDenman,DaisyBetts,horror mystery thriller,Shutter,JamesKyson DavidDenman DaisyBetts MasayukiOchiai horror mystery thriller
GeorgeA.Romero,TedDanson,HalHolbrook,AdrienneBarbeau,comedy fantasy horror,Creepshow,TedDanson HalHolbrook AdrienneBarbeau GeorgeA.Romero comedy fantasy horror
TomGormican,MackenzieDavis,LolaGlaudini,JoshPais,comedy romance,That Awkward Moment,MackenzieDavis LolaGlaudini JoshPais TomGormican comedy romance
KenShapiro,BrianDoyle-Murray,DabneyColeman,MaryKayPlace,comedy fantasy sci-fi,Modern Problems,BrianDoyle-Murray DabneyColeman MaryKayPlace KenShapiro comedy fantasy sci-fi
JustinTipping,TinaGilton,NatalieStephanyAguilar,JustinHall,adventure,Kicks,TinaGilton NatalieStephanyAguilar JustinHall JustinTipping adventure
KennethBranagh,KeanuReeves,DenzelWashington,BrianBlessed,comedy drama romance,Much Ado About Nothing,KeanuReeves DenzelWashington BrianBlessed KennethBranagh comedy drama romance
PeterR.Hunt,TellySavalas,GeorgeLazenby,DesmondLlewelyn,action adventure thriller,On Her Majesty's Secret Service,TellySavalas GeorgeLazenby DesmondLlewelyn PeterR.Hunt action adventure thriller
PeterR.Hunt,NickWechsler,PhilipWinchester,JeffMarlow,action crime drama thriller,The Player            ,NickWechsler PhilipWinchester JeffMarlow PeterR.Hunt action crime drama thriller
WesCraven,MikoHughes,HeatherLangenkamp,TracyMiddendorf,fantasy horror mystery thriller,New Nightmare,MikoHughes HeatherLangenkamp TracyMiddendorf WesCraven fantasy horror mystery thriller
JohnSchultz,StephenCollins,MarkWebber,KeriLynnPratt,comedy drama romance,Drive Me Crazy,StephenCollins MarkWebber KeriLynnPratt JohnSchultz comedy drama romance
DougAtchison,CurtisArmstrong,SeanMichaelAfable,TziMa,drama,Akeelah and the Bee,CurtisArmstrong SeanMichaelAfable TziMa DougAtchison drama
TamraDavis,DaveChappelle,HarlandWilliams,ClarenceWilliamsIII,comedy crime,Half Baked,DaveChappelle HarlandWilliams ClarenceWilliamsIII TamraDavis comedy crime
JonasElmer,J.K.Simmons,FrancesConroy,HarryConnickJr.,comedy romance,New in Town,J.K.Simmons FrancesConroy HarryConnickJr. JonasElmer comedy romance
StephenGaghan,MattDamon,AmrWaked,KayvanNovak,drama thriller,Syriana,MattDamon AmrWaked KayvanNovak StephenGaghan drama thriller
MaryHarron,ChristianBale,JustinTheroux,SamanthaMathis,crime drama,American Psycho,ChristianBale JustinTheroux SamanthaMathis MaryHarron crime drama
MiguelArteta,JakeGyllenhaal,ZooeyDeschanel,TimBlakeNelson,drama romance,The Good Girl,JakeGyllenhaal ZooeyDeschanel TimBlakeNelson MiguelArteta drama romance
ErikCanuel,ColmFeore,RichardHowland,SarainBoylan,action comedy crime thriller,Bon Cop Bad Cop,ColmFeore RichardHowland SarainBoylan ErikCanuel action comedy crime thriller
TroyDuffy,NormanReedus,JulieBenz,CliftonCollinsJr.,action crime thriller,The Boondock Saints II: All Saints Day,NormanReedus JulieBenz CliftonCollinsJr. TroyDuffy action crime thriller
JamesIvory,AlexandraMariaLara,OmarMetwally,DiegoVelazquez,drama romance,The City of Your Final Destination,AlexandraMariaLara OmarMetwally DiegoVelazquez JamesIvory drama romance
NicoleHolofcener,ChristopherNicholasSmith,BenFalcone,MichaelaWatkins,comedy drama romance,Enough Said,ChristopherNicholasSmith BenFalcone MichaelaWatkins NicoleHolofcener comedy drama romance
WillGluck,EmmaStone,DanByrd,FredArmisen,comedy romance,Easy A,EmmaStone DanByrd FredArmisen WillGluck comedy romance
MattyRich,JadaPinkettSmith,JoeMorton,LarenzTate,comedy drama romance,The Inkwell,JadaPinkettSmith JoeMorton LarenzTate MattyRich comedy drama romance
E.EliasMerhige,EddieIzzard,UdoKier,CatherineMcCormack,drama horror,Shadow of the Vampire,EddieIzzard UdoKier CatherineMcCormack E.EliasMerhige drama horror
JoeNussbaum,CameronMonaghan,ThomasMcDonell,AimeeTeegarden,comedy drama,Prom,CameronMonaghan ThomasMcDonell AimeeTeegarden JoeNussbaum comedy drama
MattReeves,MarkMargolis,MichaelRapaport,CarolKane,comedy romance,The Pallbearer,MarkMargolis MichaelRapaport CarolKane MattReeves comedy romance
SteveRash,BarryCorbin,NiaLong,JakeBusey,comedy,Held Up,BarryCorbin NiaLong JakeBusey SteveRash comedy
FinaTorres,HaroldPerrineau,JohndeLancie,MarkFeuerstein,comedy fantasy romance,Woman on Top,HaroldPerrineau JohndeLancie MarkFeuerstein FinaTorres comedy fantasy romance
JamesIvory,AnthonyHopkins,VanessaRedgrave,SamuelWest,drama romance,Howards End,AnthonyHopkins VanessaRedgrave SamuelWest JamesIvory drama romance
JamesIvory,DominicCooper,JosephGilgun,RuthNegga,adventure drama fantasy mystery,Preacher            ,DominicCooper JosephGilgun RuthNegga JamesIvory adventure drama fantasy mystery
DukeJohnson,JenniferJasonLeigh,TomNoonan,DavidThewlis,animation comedy drama romance,Anomalisa,JenniferJasonLeigh TomNoonan DavidThewlis DukeJohnson animation comedy drama romance
MikeLeigh,JimBroadbent,ImeldaStaunton,PhilDavis,comedy drama,Another Year,JimBroadbent ImeldaStaunton PhilDavis MikeLeigh comedy drama
FrançoisOzon,CatherineDeneuve,IsabelleHuppert,EmmanuelleBéart,comedy crime musical romance,8 Women,CatherineDeneuve IsabelleHuppert EmmanuelleBéart FrançoisOzon comedy crime musical romance
MarkL.Lester,Cary-HiroyukiTagawa,TiaCarrere,VerneeWatson,action comedy crime thriller,Showdown in Little Tokyo,Cary-HiroyukiTagawa TiaCarrere VerneeWatson MarkL.Lester action comedy crime thriller
DavidDobkin,JaneaneGarofalo,VinceVieluf,KevinRahm,comedy crime,Clay Pigeons,JaneaneGarofalo VinceVieluf KevinRahm DavidDobkin comedy crime
AnnaBoden,ZoëKravitz,JeremyDavies,JimGaffigan,comedy drama romance,It's Kind of a Funny Story,ZoëKravitz JeremyDavies JimGaffigan AnnaBoden comedy drama romance
NigelCole,BobHoskins,RobbieKay,SallyHawkins,biography comedy drama history,Made in Dagenham,BobHoskins RobbieKay SallyHawkins NigelCole biography comedy drama history
AnandTucker,ColinFirth,JimBroadbent,GinaMcKee,biography drama,When Did You Last See Your Father?,ColinFirth JimBroadbent GinaMcKee AnandTucker biography drama
SteveJames,KurtwoodSmith,LaurelHolloman,AmyLocane,biography drama romance sport,Prefontaine,KurtwoodSmith LaurelHolloman AmyLocane SteveJames biography drama romance sport
MichaelWinner,FayeDunaway,MarinaSirtis,JohnGielgud,adventure drama,The Wicked Lady,FayeDunaway MarinaSirtis JohnGielgud MichaelWinner adventure drama
TommMoore,SeanLennon,MickLally,EvanMcGuire,adventure animation family fantasy,The Secret of Kells,SeanLennon MickLally EvanMcGuire TommMoore adventure animation family fantasy
JohnCarney,JamesCorden,KarenPittman,MaryCatherineGarrison,drama music,Begin Again,JamesCorden KarenPittman MaryCatherineGarrison JohnCarney drama music
DavidJacobson,HunterParrish,BruceDern,RoryCulkin,drama romance thriller,Down in the Valley,HunterParrish BruceDern RoryCulkin DavidJacobson drama romance thriller
MichaelCorrente,JerryFerrara,TonyDevon,AlexaHavins,crime drama,Brooklyn Rules,JerryFerrara TonyDevon AlexaHavins MichaelCorrente crime drama
EdwardHall,RufusSewell,HayleyAtwell,CharlotteRampling,drama romance,Restless,RufusSewell HayleyAtwell CharlotteRampling EdwardHall drama romance
KeithGordon,RobertDowneyJr.,RobinWright,AlfreWoodard,comedy crime musical mystery,The Singing Detective,RobertDowneyJr. RobinWright AlfreWoodard KeithGordon comedy crime musical mystery
DavidLeland,AnnaFriel,CatherineMcCormack,StevenMackintosh,drama romance war,The Land Girls,AnnaFriel CatherineMcCormack StevenMackintosh DavidLeland drama romance war
AndrewCurrie,AlexiaFast,HenryCzerny,KesunLoder,comedy drama horror sci-fi,Fido,AlexiaFast HenryCzerny KesunLoder AndrewCurrie comedy drama horror sci-fi
AndrewWilson,WillFerrell,EddieGriffin,JacobVargas,comedy drama romance,The Wendell Baker Story,WillFerrell EddieGriffin JacobVargas AndrewWilson comedy drama romance
JonathanLynn,RupertGrint,RupertEverett,GeoffBell,action comedy crime,Wild Target,RupertGrint RupertEverett GeoffBell JonathanLynn action comedy crime
MarcSchölermann,JohndeLancie,LarryDrake,JohnnyWhitworth,crime horror thriller,Pathology,JohndeLancie LarryDrake JohnnyWhitworth MarcSchölermann crime horror thriller
MarcSchölermann,TomHardy,JackO'Connell,KevinMcNally,drama romance,Wuthering Heights            ,TomHardy JackO'Connell KevinMcNally MarcSchölermann drama romance
RobertMoresco,BrianDennehy,BradRenfro,DashMihok,crime drama thriller,10th & Wolf,BrianDennehy BradRenfro DashMihok RobertMoresco crime drama thriller
ThomasVinterberg,MichaelAngarano,ChrisOwen,WilliamHootkins,comedy crime drama romance,Dear Wendy,MichaelAngarano ChrisOwen WilliamHootkins ThomasVinterberg comedy crime drama romance
ClaudiaLlosa,IanTracey,ZenMcGrath,WilliamShimell,drama,Aloft,IanTracey ZenMcGrath WilliamShimell ClaudiaLlosa drama
KatsuhiroÔtomo,MitsuoIwata,TakeshiKusao,TesshôGenda,action animation sci-fi,Akira,MitsuoIwata TakeshiKusao TesshôGenda KatsuhiroÔtomo action animation sci-fi
JohnHerzfeld,PaulWalker,OliviaWilde,JasonFlemyng,action crime thriller,The Death and Life of Bobby Z,PaulWalker OliviaWilde JasonFlemyng JohnHerzfeld action crime thriller
CharlesBinamé,StephenMcHattie,RoyDupuis,JulieLeBreton,biography drama sport,The Rocket: The Legend of Rocket Richard,StephenMcHattie RoyDupuis JulieLeBreton CharlesBinamé biography drama sport
KeithParmer,RachelAnnMullins,JoshHenderson,GrantBowler,action crime drama thriller,Swelter,RachelAnnMullins JoshHenderson GrantBowler KeithParmer action crime drama thriller
DennieGordon,LeehomWang,RubyLin,JackKao,action adventure comedy romance,My Lucky Star,LeehomWang RubyLin JackKao DennieGordon action adventure comedy romance
OlParker,CeliaImrie,BenMiles,DarrenBoyd,comedy drama romance,Imagine Me & You,CeliaImrie BenMiles DarrenBoyd OlParker comedy drama romance
BruceBeresford,MckennaGrace,LucyFry,NatalieCoughlin,drama,Mr. Church,MckennaGrace LucyFry NatalieCoughlin BruceBeresford drama
FrançoisOzon,CharlotteRampling,LudivineSagnier,Jean-ClaudeLecas,crime drama mystery thriller,Swimming Pool,CharlotteRampling LudivineSagnier Jean-ClaudeLecas FrançoisOzon crime drama mystery thriller
JamesNunn,SpencerWilding,MarkWingett,KaceyClarke,action drama,Green Street 3: Never Back Down,SpencerWilding MarkWingett KaceyClarke JamesNunn action drama
DavidWebbPeoples,DelroyLindo,JoanChen,AnnaKatarina,action sci-fi sport,The Blood of Heroes,DelroyLindo JoanChen AnnaKatarina DavidWebbPeoples action sci-fi sport
MichaelWinnick,ScottTakeda,HelenaMattsson,CraigSheffer,action,Code of Honor,ScottTakeda HelenaMattsson CraigSheffer MichaelWinnick action
BruceBeresford,MorganFreeman,JessicaTandy,PattiLuPone,comedy drama family,Driving Miss Daisy,MorganFreeman JessicaTandy PattiLuPone BruceBeresford comedy drama family
GeorgeTillmanJr.,VanessaWilliams,MekhiPhifer,VivicaA.Fox,comedy drama,Soul Food,VanessaWilliams MekhiPhifer VivicaA.Fox GeorgeTillmanJr. comedy drama
StanleyTong,FrançoiseYip,AnitaMui,GarvinCross,action comedy,Rumble in the Bronx,FrançoiseYip AnitaMui GarvinCross StanleyTong action comedy
DavidOelhoffen,ViggoMortensen,RedaKateb,ÁngelaMolina,drama war western,Far from Men,ViggoMortensen RedaKateb ÁngelaMolina DavidOelhoffen drama war western
JasonReitman,J.K.Simmons,CameronBright,ToddLouiso,comedy drama,Thank You for Smoking,J.K.Simmons CameronBright ToddLouiso JasonReitman comedy drama
EliRoth,JayHernandez,LaurenGerman,StanislavIanevski,horror,Hostel: Part II,JayHernandez LaurenGerman StanislavIanevski EliRoth horror
LoneScherfig,DominicCooper,OliviaWilliams,EllieKendrick,drama,An Education,DominicCooper OliviaWilliams EllieKendrick LoneScherfig drama
AnandTucker,FrancesConroy,BridgetteWilson-Sampras,ClydeKusatsu,drama romance,Shopgirl,FrancesConroy BridgetteWilson-Sampras ClydeKusatsu AnandTucker drama romance
TonyRichardson,JoelyRichardson,BeauBridges,NastassjaKinski,comedy drama romance,The Hotel New Hampshire,JoelyRichardson BeauBridges NastassjaKinski TonyRichardson comedy drama romance
JoeCarnahan,JasonPatric,ChiMcBride,AlanVanSprang,crime drama mystery thriller,Narc,JasonPatric ChiMcBride AlanVanSprang JoeCarnahan crime drama mystery thriller
PaulGross,MollyParker,PaulGross,KariMatchett,comedy drama romance sport,Men with Brooms,MollyParker PaulGross KariMatchett PaulGross comedy drama romance sport
CharlesRobertCarner,IvanaMilicevic,JennyMcCarthy,RichardBull,comedy crime,Witless Protection,IvanaMilicevic JennyMcCarthy RichardBull CharlesRobertCarner comedy crime
RussellHolt,EricJohnson,BrendaStrong,TiffanyDupont,drama romance,The Work and the Glory,EricJohnson BrendaStrong TiffanyDupont RussellHolt drama romance
MikeJudge,J.K.Simmons,MilaKunis,CliftonCollinsJr.,comedy crime romance,Extract,J.K.Simmons MilaKunis CliftonCollinsJr. MikeJudge comedy crime romance
LarryCharles,JeffBridges,CheechMarin,BruceDern,comedy drama music,Masked and Anonymous,JeffBridges CheechMarin BruceDern LarryCharles comedy drama music
ClaudeMiller,SandrineKiberlain,EdouardBaer,RoschdyZem,comedy crime drama romance thriller,Alias Betty,SandrineKiberlain EdouardBaer RoschdyZem ClaudeMiller comedy crime drama romance thriller
MichaelWinterbottom,SamanthaMorton,OmPuri,NatalieMendoza,drama romance sci-fi thriller,Code 46,SamanthaMorton OmPuri NatalieMendoza MichaelWinterbottom drama romance sci-fi thriller
SachaBennett,BobHoskins,JennyAgutter,VincentRegan,comedy,Outside Bet,BobHoskins JennyAgutter VincentRegan SachaBennett comedy
PaulHaggis,DonCheadle,LorettaDevine,JenniferEsposito,crime drama thriller,Crash,DonCheadle LorettaDevine JenniferEsposito PaulHaggis crime drama thriller
RodrigoGarcía,MiaWasikowska,MichaelMcElhatton,MarkWilliams,drama,Albert Nobbs,MiaWasikowska MichaelMcElhatton MarkWilliams RodrigoGarcía drama
JetaAmata,Akon,NathinButler,RazaaqAdoti,action crime drama thriller,Black November,Akon NathinButler RazaaqAdoti JetaAmata action crime drama thriller
SiddharthAnand,SaifAliKhan,MaryGoggin,VicAviles,comedy family romance,Ta Ra Rum Pum,SaifAliKhan MaryGoggin VicAviles SiddharthAnand comedy family romance
VincentParonnaud,CatherineDeneuve,GenaRowlands,DanielleDarrieux,animation biography drama war,Persepolis,CatherineDeneuve GenaRowlands DanielleDarrieux VincentParonnaud animation biography drama war
JoeDante,BruceDern,TeriPolo,HaleyBennett,adventure fantasy thriller,The Hole,BruceDern TeriPolo HaleyBennett JoeDante adventure fantasy thriller
DennisGansel,MaxRiemelt,ElyasM'Barek,JenniferUlrich,drama thriller,The Wave,MaxRiemelt ElyasM'Barek JenniferUlrich DennisGansel drama thriller
NicolasWindingRefn,KeanuReeves,BellaHeathcote,CharlesBaker,horror thriller,The Neon Demon,KeanuReeves BellaHeathcote CharlesBaker NicolasWindingRefn horror thriller
DanielBarber,JosephGilgun,JackO'Connell,SeanHarris,action crime drama thriller,Harry Brown,JosephGilgun JackO'Connell SeanHarris DanielBarber action crime drama thriller
SamRaimi,J.K.Simmons,JamesFranco,KirstenDunst,action adventure romance,Spider-Man 3,J.K.Simmons JamesFranco KirstenDunst SamRaimi action adventure romance
RobertMarcarelli,GeorgeCoe,WilliamHootkins,AylaKell,action adventure fantasy sci-fi thriller,The Omega Code,GeorgeCoe WilliamHootkins AylaKell RobertMarcarelli action adventure fantasy sci-fi thriller
ErnieBarbarash,DarrenShahlavi,AkiAleong,BrahimAchabbakhe,action thriller,Pound of Flesh,DarrenShahlavi AkiAleong BrahimAchabbakhe ErnieBarbarash action thriller
GuyHamilton,DesmondLlewelyn,LoisMaxwell,JillSt.John,action adventure thriller,Diamonds Are Forever,DesmondLlewelyn LoisMaxwell JillSt.John GuyHamilton action adventure thriller
FrancisFordCoppola,AlPacino,MarlonBrando,RobertDuvall,crime drama,The Godfather,AlPacino MarlonBrando RobertDuvall FrancisFordCoppola crime drama
AdrianLyne,MichaelNouri,CynthiaRhodes,LeeVing,drama music romance,Flashdance,MichaelNouri CynthiaRhodes LeeVing AdrianLyne drama music romance
MarcWebb,JosephGordon-Levitt,ChloëGraceMoretz,ZooeyDeschanel,comedy drama romance,500 Days of Summer,JosephGordon-Levitt ChloëGraceMoretz ZooeyDeschanel MarcWebb comedy drama romance
JaneCampion,HollyHunter,IanMune,GenevièveLemon,drama music romance,The Piano,HollyHunter IanMune GenevièveLemon JaneCampion drama music romance
StevenSoderbergh,ChanningTatum,AlexPettyfer,MatthewMcConaughey,comedy drama,Magic Mike,ChanningTatum AlexPettyfer MatthewMcConaughey StevenSoderbergh comedy drama
JonathanLiebesman,SullivanStapleton,EmmaCaulfield,AngusSampson,horror mystery thriller,Darkness Falls,SullivanStapleton EmmaCaulfield AngusSampson JonathanLiebesman horror mystery thriller
GuyHamilton,YaphetKotto,GeoffreyHolder,CliftonJames,action adventure thriller,Live and Let Die,YaphetKotto GeoffreyHolder CliftonJames GuyHamilton action adventure thriller
JayRussell,ClintHoward,FrankieMuniz,CodyLinley,drama family sport,My Dog Skip,ClintHoward FrankieMuniz CodyLinley JayRussell drama family sport
AdamBrooks,RyanReynolds,SakinaJaffrey,PaulinaGerzon,comedy drama romance,"Definitely, Maybe",RyanReynolds SakinaJaffrey PaulinaGerzon AdamBrooks comedy drama romance
SalimAkil,GaryDourdan,LorettaDevine,LazAlonso,comedy drama,Jumping the Broom,GaryDourdan LorettaDevine LazAlonso SalimAkil comedy drama
BazLuhrmann,LeonardoDiCaprio,ElizabethDebicki,SteveBisley,drama romance,The Great Gatsby,LeonardoDiCaprio ElizabethDebicki SteveBisley BazLuhrmann drama romance
GeorgeClooney,RobertDowneyJr.,TateDonovan,AlexBorstein,biography drama history,"Good Night, and Good Luck.",RobertDowneyJr. TateDonovan AlexBorstein GeorgeClooney biography drama history
BennettMiller,PhilipSeymourHoffman,MichaelJ.Burg,KwesiAmeyaw,biography crime drama,Capote,PhilipSeymourHoffman MichaelJ.Burg KwesiAmeyaw BennettMiller biography crime drama
RobertRodriguez,QuentinTarantino,SteveBuscemi,SalmaHayek,action crime thriller,Desperado,QuentinTarantino SteveBuscemi SalmaHayek RobertRodriguez action crime thriller
MichaelWinterbottom,MillaJovovich,SarahPolley,ShirleyHenderson,drama romance western,The Claim,MillaJovovich SarahPolley ShirleyHenderson MichaelWinterbottom drama romance western
MichaelWinterbottom,KirstenDunst,AdamGoldberg,OliverPlatt,crime drama thriller,Fargo            ,KirstenDunst AdamGoldberg OliverPlatt MichaelWinterbottom crime drama thriller
MichaelAnderson,FarrahFawcett,JennyAgutter,PeterUstinov,action adventure sci-fi,Logan's Run,FarrahFawcett JennyAgutter PeterUstinov MichaelAnderson action adventure sci-fi
GuyHamilton,ChristopherLee,HervéVillechaize,DesmondLlewelyn,action adventure thriller,The Man with the Golden Gun,ChristopherLee HervéVillechaize DesmondLlewelyn GuyHamilton action adventure thriller
CraigR.Baxley,BillDuke,Vanity,CarlWeathers,action comedy crime thriller,Action Jackson,BillDuke Vanity CarlWeathers CraigR.Baxley action comedy crime thriller
NeilMarshall,MyAnnaBuring,ShaunaMacdonald,CraigConway,adventure horror thriller,The Descent,MyAnnaBuring ShaunaMacdonald CraigConway NeilMarshall adventure horror thriller
DonKempf,BillMurray,MichaelJordan,BobCostas,documentary sport,Michael Jordan to the Max,BillMurray MichaelJordan BobCostas DonKempf documentary sport
MattBettinelli-Olpin,ZachGilford,AllisonMiller,VanessaRay,horror mystery,Devil's Due,ZachGilford AllisonMiller VanessaRay MattBettinelli-Olpin horror mystery
DavidO.Russell,LilyTomlin,MaryTylerMoore,DavidPatrickKelly,comedy,Flirting with Disaster,LilyTomlin MaryTylerMoore DavidPatrickKelly DavidO.Russell comedy
RobZombie,SidHaig,KenForee,LewTemple,crime horror,The Devil's Rejects,SidHaig KenForee LewTemple RobZombie crime horror
RobZombie,SarahMichelleGellar,AlysonHannigan,EmmaCaulfield,action drama fantasy romance,Buffy the Vampire Slayer            ,SarahMichelleGellar AlysonHannigan EmmaCaulfield RobZombie action drama fantasy romance
RickFamuyiwa,KimberlyElise,RickFox,KierseyClemons,comedy crime drama,Dope,KimberlyElise RickFox KierseyClemons RickFamuyiwa comedy crime drama
MichaelRymer,LLCoolJ,OmarEpps,NiaLong,crime drama thriller,In Too Deep,LLCoolJ OmarEpps NiaLong MichaelRymer crime drama thriller
SamMendes,AlbertFinney,HelenMcCrory,RoryKinnear,action adventure thriller,Skyfall,AlbertFinney HelenMcCrory RoryKinnear SamMendes action adventure thriller
RobZombie,SidHaig,MatthewMcGrory,ErinDaniels,horror,House of 1000 Corpses,SidHaig MatthewMcGrory ErinDaniels RobZombie horror
SharronMiller,BernardFox,ElizabethMacRae,CharlesAidman,horror,Alien Zone,BernardFox ElizabethMacRae CharlesAidman SharronMiller horror
EthanCoen,MichaelStuhlbarg,FredMelamed,PeterBreitmayer,comedy drama,A Serious Man,MichaelStuhlbarg FredMelamed PeterBreitmayer EthanCoen comedy drama
AaronSchneider,BillMurray,RobertDuvall,BillCobbs,drama mystery,Get Low,BillMurray RobertDuvall BillCobbs AaronSchneider drama mystery
SteveMiner,JulianSands,RichardE.Grant,LoriSinger,action fantasy horror thriller,Warlock,JulianSands RichardE.Grant LoriSinger SteveMiner action fantasy horror thriller
GinaPrince-Bythewood,MinnieDriver,NateParker,DarrylStephens,drama music,Beyond the Lights,MinnieDriver NateParker DarrylStephens GinaPrince-Bythewood drama music
TomFord,ColinFirth,TeddySears,KeriLynnPratt,drama romance,A Single Man,ColinFirth TeddySears KeriLynnPratt TomFord drama romance
MartinScorsese,IrvinKershner,BarbaraHershey,RobertsBlossom,drama,The Last Temptation of Christ,IrvinKershner BarbaraHershey RobertsBlossom MartinScorsese drama
MichaelCorrente,JonathanBrandis,GeorgeWendt,ShawnHatosy,comedy drama romance,Outside Providence,JonathanBrandis GeorgeWendt ShawnHatosy MichaelCorrente comedy drama romance
GurinderChadha,IndiraVarma,MartinHenderson,AnupamKher,comedy drama musical romance,Bride & Prejudice,IndiraVarma MartinHenderson AnupamKher GurinderChadha comedy drama musical romance
PhillipNoyce,RoyBilling,DavidGulpilil,DeborahMailman,adventure biography drama history,Rabbit-Proof Fence,RoyBilling DavidGulpilil DeborahMailman PhillipNoyce adventure biography drama history
DonMichaelPaul,JeffreyJones,FaizonLove,Lil'Wayne,comedy sport,Who's Your Caddy?,JeffreyJones FaizonLove Lil'Wayne DonMichaelPaul comedy sport
TonyMaylam,MichaelJ.Pollard,AlunArmstrong,AlastairDuncan,action crime horror sci-fi thriller,Split Second,MichaelJ.Pollard AlunArmstrong AlastairDuncan TonyMaylam action crime horror sci-fi thriller
TonyMaylam,MelindaClarke,XanderBerkeley,AaronStanford,action crime drama thriller,Nikita            ,MelindaClarke XanderBerkeley AaronStanford TonyMaylam action crime drama thriller
MitchDavis,AnneHathaway,NathanielLees,MiriamaSmith,adventure biography drama,The Other Side of Heaven,AnneHathaway NathanielLees MiriamaSmith MitchDavis adventure biography drama
MitchDavis,JensenAckles,AshleyScott,JohnSavage,action drama mystery sci-fi,Dark Angel            ,JensenAckles AshleyScott JohnSavage MitchDavis action drama mystery sci-fi
YashChopra,ShahRukhKhan,PreityZinta,AnupamKher,drama musical romance,Veer-Zaara,ShahRukhKhan PreityZinta AnupamKher YashChopra drama musical romance
DavidMamet,AliceBraga,RandyCouture,JosePabloCantillo,drama sport,Redbelt,AliceBraga RandyCouture JosePabloCantillo DavidMamet drama sport
JayDuplass,MattWalsh,TimGuinee,KatieAselton,comedy drama romance,Cyrus,MattWalsh TimGuinee KatieAselton JayDuplass comedy drama romance
KevinBrodie,BruceMcGill,CherylLadd,JackWarden,drama family,A Dog of Flanders,BruceMcGill CherylLadd JackWarden KevinBrodie drama family
PaulSchrader,EdBegleyJr.,MichaelMcKean,KurtFuller,biography crime drama,Auto Focus,EdBegleyJr. MichaelMcKean KurtFuller PaulSchrader biography crime drama
GeorgeHickenlooper,HaydenChristensen,JimmyFallon,BethGrant,biography drama,Factory Girl,HaydenChristensen JimmyFallon BethGrant GeorgeHickenlooper biography drama
LynneRamsay,EzraMiller,SiobhanFallonHogan,AshleyGerasimovich,drama thriller,We Need to Talk About Kevin,EzraMiller SiobhanFallonHogan AshleyGerasimovich LynneRamsay drama thriller
JohnStephenson,SamanthaBarks,HansMatheson,LesleyManville,drama family,The Christmas Candle,SamanthaBarks HansMatheson LesleyManville JohnStephenson drama family
TimChambers,EllenBurstyn,MarleyShelton,JenniferButler,drama sport,The Mighty Macs,EllenBurstyn MarleyShelton JenniferButler TimChambers drama sport
CurtisHanson,TomCruise,ShelleyLong,RickRossovich,comedy drama family,Losin' It,TomCruise ShelleyLong RickRossovich CurtisHanson comedy drama family
RodrigoGarcía,NaomiWatts,JimmySmits,CarlaGallo,drama romance,Mother and Child,NaomiWatts JimmySmits CarlaGallo RodrigoGarcía drama romance
DickRichards,CatherineDeneuve,TerenceHill,JackO'Halloran,adventure drama romance war,March or Die,CatherineDeneuve TerenceHill JackO'Halloran DickRichards adventure drama romance war
Jean-MariePoiré,ChristianClavier,IsabelleNanty,ValérieLemercier,comedy fantasy sci-fi,Les visiteurs,ChristianClavier IsabelleNanty ValérieLemercier Jean-MariePoiré comedy fantasy sci-fi
SofiaCoppola,NathalieFay,ChrisPontius,ErinWasson,comedy drama,Somewhere,NathalieFay ChrisPontius ErinWasson SofiaCoppola comedy drama
